ik14,target_gene,action_type,mechanism_of_action
SDUQYLNIPVEERB,RRM1,INHIBITOR,ribonucleotide reductase inhibitor / nucleoside antimetabolite
VDHAWDNDOKGFTD,CASR,POSITIVE ALLOSTERIC MODULATOR,calcium-sensing receptor (CASR) calcimimetic
UFNVPOGXISZXJD,TUBB,INHIBITOR,microtubule (tubulin) dynamics inhibitor
ZQTNQVWKHCQYLQ,KCNH2,BLOCKER,multichannel blocker (hERG/IKr)
ZQTNQVWKHCQYLQ,SCN5A,BLOCKER,cardiac sodium channel blocker
ZQTNQVWKHCQYLQ,CACNA1C,BLOCKER,L-type calcium channel blocker
ZQTNQVWKHCQYLQ,ADRB1,ANTAGONIST,beta-1 adrenergic receptor antagonism
AAKJLRGGTJKAMG,EGFR,INHIBITOR,EGFR tyrosine kinase inhibitor
HHZIURLSWUIHRB,ABL1,INHIBITOR,BCR-ABL1 tyrosine kinase inhibitor
GKTWGGQPFAXNFI,P2RY12,ANTAGONIST,active metabolite irreversibly blocks platelet P2Y12 ADP receptor
CYHWMBVXXDIZNZ,GABRA1,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor positive allosteric modulator (benzodiazepine)
XFYDIVBRZNQMJC,ADRA2A,AGONIST,alpha-2 adrenergic receptor agonist
RWTNPBWLLIMQHL,HRH1,ANTAGONIST,histamine H1 receptor antagonist
TTWJBBZEZQICBI,DRD2,ANTAGONIST,dopamine D2 receptor antagonist
UCHDWCPVSPXUMX,CYSLTR1,ANTAGONIST,cysteinyl leukotriene receptor 1 antagonist
ZKMNUMMKYBVTFN,SCN9A,BLOCKER,voltage-gated sodium channel blocker (local anesthetic)
UCTRAOBQFUDCSR,SLC6A3,INHIBITOR,Dopamine reuptake inhibitor
UCTRAOBQFUDCSR,SLC6A2,INHIBITOR,Norepinephrine reuptake inhibitor
DRHKJLXJIQTDTD,ADRA1A,ANTAGONIST,Alpha-1A adrenoceptor antagonist
DRHKJLXJIQTDTD,ADRA1D,ANTAGONIST,Alpha-1D adrenoceptor antagonist
UJLAWZDWDVHWOW,JAK1,INHIBITOR,Janus kinase 1 inhibitor
UJLAWZDWDVHWOW,JAK3,INHIBITOR,Janus kinase 3 inhibitor
TVYLLZQTGLZFBW,OPRM1,AGONIST,Mu-opioid receptor agonist
TVYLLZQTGLZFBW,SLC6A2,INHIBITOR,Norepinephrine reuptake inhibitor
TVYLLZQTGLZFBW,SLC6A4,INHIBITOR,Serotonin reuptake inhibitor
MBUVEWMHONZEQD,HRH1,ANTAGONIST,Histamine H1 receptor antagonist (inverse agonist)
XYLJNLCSTIOKRM,ADRA2A,AGONIST,Alpha-2A adrenoceptor agonist
QWCRAEMEVRGPNT,HTR1A,PARTIAL AGONIST,Serotonin 5-HT1A receptor partial agonist
KPWSJANDNDDRMB,DRD3,PARTIAL AGONIST,Dopamine D3 receptor partial agonist
KPWSJANDNDDRMB,DRD2,PARTIAL AGONIST,Dopamine D2 receptor partial agonist
XDXWLKQMMKQXPV,MPL,AGONIST,Thrombopoietin receptor agonist
WSEQXVZVJXJVFP,SLC6A4,INHIBITOR,Serotonin reuptake inhibitor
OZWKMVRBQXNZKK,PTGS1,INHIBITOR,Cyclooxygenase-1 inhibitor
OZWKMVRBQXNZKK,PTGS2,INHIBITOR,Cyclooxygenase-2 inhibitor
SFLSHLFXELFNJZ,ADRA1A,AGONIST,Alpha-1 adrenoceptor agonist
SFLSHLFXELFNJZ,ADRB1,AGONIST,Beta-1 adrenoceptor agonist
VGKDLMBJGBXTGI,SLC6A4,INHIBITOR,Serotonin reuptake inhibitor
GGCSSNBKKAUURC,OPRM1,AGONIST,Mu-opioid receptor agonist
WYQFJHHDOKWSHR,JAK1,INHIBITOR,Janus kinase 1 selective inhibitor
ZKLPARSLTMPFCP,HRH1,ANTAGONIST,Histamine H1 receptor antagonist
LUZRJRNZXALNLM,HTR1B,AGONIST,Serotonin 5-HT1B receptor agonist
LUZRJRNZXALNLM,HTR1D,AGONIST,Serotonin 5-HT1D receptor agonist
VLPIATFUUWWMKC,SCN5A,BLOCKER,Cardiac sodium channel blocker (class IB antiarrhythmic)
PHVGLTMQBUFIQQ,SLC6A2,INHIBITOR,Norepinephrine reuptake inhibitor
ZTVQQQVZCWLTDF,OPRM1,AGONIST,Mu-opioid receptor agonist
MFFMDFFZMYYVKS,DPP4,INHIBITOR,Dipeptidyl peptidase-4 inhibitor
VHYCDWMUTMEGQY,ADRB1,ANTAGONIST,Beta-1 adrenoceptor antagonist
SNPPWIUOZRMYNY,SLC6A3,INHIBITOR,Dopamine reuptake inhibitor
SNPPWIUOZRMYNY,SLC6A2,INHIBITOR,Norepinephrine reuptake inhibitor
SNPPWIUOZRMYNY,CHRNA4,ANTAGONIST,Nicotinic acetylcholine receptor antagonist
JRWZLRBJNMZMFE,ADRB1,AGONIST,Beta-1 adrenoceptor agonist
INJOMKTZOLKMBF,ADRA2A,AGONIST,Alpha-2A adrenoceptor agonist
MBBCVAKAJPKAKM,MTTP,INHIBITOR,Microsomal triglyceride transfer protein inhibitor
XNKCCCKFOQNXKV,OPRM1,ANTAGONIST,Peripherally-acting mu-opioid receptor antagonist
ZBBHBTPTTSWHBA,CACNA1C,BLOCKER,L-type calcium channel blocker (dihydropyridine)
RKEWSXXUOLRFBX,HTR2A,ANTAGONIST,Serotonin 5-HT2A receptor inverse agonist/antagonist
PJVWKTKQMONHTI,VKORC1,INHIBITOR,Vitamin K epoxide reductase inhibitor
ZZVUWRFHKOJYTH,HRH1,ANTAGONIST,Histamine H1 receptor antagonist
ZSBOMTDTBDDKMP,DPP4,INHIBITOR,Dipeptidyl peptidase-4 inhibitor
XUKUURHRXDUEBC,HMGCR,INHIBITOR,HMG-CoA reductase inhibitor
PTOAARAWEBMLNO,RRM1,INHIBITOR,Purine nucleoside analog inhibiting ribonucleotide reductase (active triphosphate form)
GBXSMTUPTTWBMN,ACE,INHIBITOR,Angiotensin-converting enzyme inhibitor (active form enalaprilat)
SONNWYBIRXJNDC,ADRA1A,AGONIST,Alpha-1 adrenoceptor agonist
UHSKFQJFRQCDBE,DRD2,AGONIST,Dopamine D2 receptor agonist
UHSKFQJFRQCDBE,DRD3,AGONIST,Dopamine D3 receptor agonist
FKENQMMABCRJMK,blaZ,INHIBITOR,Irreversible beta-lactamase inhibitor (bacterial)
HXHWSAZORRCQMX,TUBB,INHIBITOR,"Binds beta-tubulin of helminths, inhibits microtubule polymerization"
XSDQTOBWRPYKKA,SCNN1A,BLOCKER,Blocks epithelial sodium channel (ENaC)
XSDQTOBWRPYKKA,SCNN1B,BLOCKER,Blocks epithelial sodium channel (ENaC)
XSDQTOBWRPYKKA,SCNN1G,BLOCKER,Blocks epithelial sodium channel (ENaC)
SGEIEGAXKLMUIZ,HSF1,ACTIVATOR,Heat shock protein co-inducer; prolongs activated HSF1 binding to heat shock elements
JURKNVYFZMSNLP,HTR2A,ANTAGONIST,Serotonin 5-HT2A receptor antagonist (TCA-related skeletal muscle relaxant)
JURKNVYFZMSNLP,HRH1,ANTAGONIST,Histamine H1 receptor antagonist
RTHCYVBBDHJXIQ,SLC6A4,INHIBITOR,Selective serotonin reuptake transporter (SERT) inhibitor
WVLOADHCBXTIJK,OPRM1,AGONIST,Mu-opioid receptor agonist
NZWOPGCLSHLLPA,CHRM3,AGONIST,Muscarinic acetylcholine receptor agonist (bronchoprovocation)
NETZHAKZCGBWSS,OPRK1,AGONIST,Kappa-opioid receptor agonist
NETZHAKZCGBWSS,OPRM1,ANTAGONIST,Mu-opioid receptor partial antagonist/agonist
IQPSEEYGBUAQFF,ATP4A,INHIBITOR,Irreversible H+/K+-ATPase (gastric proton pump) inhibitor
VGYFMXBACGZSIL,HMGCR,INHIBITOR,HMG-CoA reductase inhibitor (statin)
NKANXQFJJICGDU,ESR1,ANTAGONIST,Selective estrogen receptor modulator; active metabolites antagonize ER in breast
DNHPDWGIXIMXSA,SLC9A3,INHIBITOR,Sodium/hydrogen exchanger isoform 3 (NHE3) inhibitor in gut
UCFGDBYHRUNTLO,TOP1,INHIBITOR,Topoisomerase I inhibitor (camptothecin analog)
PHLBKPHSAVXXEF,HTR2A,ANTAGONIST,Serotonin 5-HT2A receptor antagonist
PHLBKPHSAVXXEF,SLC6A4,INHIBITOR,Serotonin transporter (SERT) inhibitor
FBOUYBDGKBSUES,CHRM3,ANTAGONIST,Muscarinic M3 receptor antagonist (bladder)
DKNWSYNQZKUICI,GRIN1,ANTAGONIST,NMDA receptor antagonist
DKNWSYNQZKUICI,GRIN2A,ANTAGONIST,NMDA receptor antagonist
IYIKLHRQXLHMJQ,KCNH2,BLOCKER,Potassium channel blocker (class III antiarrhythmic)
IYIKLHRQXLHMJQ,SCN5A,BLOCKER,Sodium channel blocker
IYIKLHRQXLHMJQ,CACNA1C,BLOCKER,L-type calcium channel blocker
IYIKLHRQXLHMJQ,ADRB1,ANTAGONIST,Beta-adrenergic receptor antagonist
RUZYUOTYCVRMRZ,ADRA1A,ANTAGONIST,Alpha-1 adrenergic receptor antagonist
RUZYUOTYCVRMRZ,ADRA1B,ANTAGONIST,Alpha-1 adrenergic receptor antagonist
RUZYUOTYCVRMRZ,ADRA1D,ANTAGONIST,Alpha-1 adrenergic receptor antagonist
UWKQSNNFCGGAFS,TOP1,INHIBITOR,Prodrug of SN-38; topoisomerase I inhibitor
GJJFMKBJSRMPLA,SLC6A2,INHIBITOR,Norepinephrine reuptake transporter (NET) inhibitor
GJJFMKBJSRMPLA,SLC6A4,INHIBITOR,Serotonin reuptake transporter (SERT) inhibitor
OURRXQUGYQRVML,ROCK1,INHIBITOR,Rho-associated kinase (ROCK) inhibitor
OURRXQUGYQRVML,ROCK2,INHIBITOR,Rho-associated kinase (ROCK) inhibitor
OURRXQUGYQRVML,SLC6A2,INHIBITOR,Norepinephrine transporter (NET) inhibitor
WYWIFABBXFUGLM,ADRA1A,AGONIST,Alpha-1 adrenergic receptor agonist (vasoconstrictor decongestant)
WYWIFABBXFUGLM,ADRA2A,AGONIST,Alpha-2 adrenergic receptor agonist
ZLHZLMOSPGACSZ,ddn,INHIBITOR,Nitroimidazole prodrug activated by mycobacterial Ddn; inhibits mycolic acid synthesis / generates reactive nitrogen species
URKOMYMAXPYINW,DRD2,ANTAGONIST,Dopamine D2 receptor antagonist
URKOMYMAXPYINW,HTR2A,ANTAGONIST,Serotonin 5-HT2A receptor antagonist
YQNWZWMKLDQSAC,SLC6A4,INHIBITOR,Serotonin transporter (SERT) inhibitor
YQNWZWMKLDQSAC,HTR1A,AGONIST,Serotonin 5-HT1A receptor agonist
YQNWZWMKLDQSAC,HTR3A,ANTAGONIST,Serotonin 5-HT3 receptor antagonist
YALNUENQHAQXEA,HDAC1,INHIBITOR,Pan-HDAC inhibitor (class I)
YALNUENQHAQXEA,HDAC2,INHIBITOR,Pan-HDAC inhibitor (class I)
YALNUENQHAQXEA,HDAC3,INHIBITOR,Pan-HDAC inhibitor (class I)
YALNUENQHAQXEA,HDAC6,INHIBITOR,Pan-HDAC inhibitor (class II)
PQXKDMSYBGKCJA,DRD2,ANTAGONIST,Dopamine D2 receptor antagonist
PQXKDMSYBGKCJA,HTR2A,ANTAGONIST,Serotonin 5-HT2A receptor antagonist
PQXKDMSYBGKCJA,HTR7,ANTAGONIST,Serotonin 5-HT7 receptor antagonist
PQXKDMSYBGKCJA,HTR1A,PARTIAL AGONIST,Serotonin 5-HT1A receptor partial agonist
USSIQXCVUWKGNF,OPRM1,AGONIST,Mu-opioid receptor agonist
USSIQXCVUWKGNF,GRIN1,ANTAGONIST,NMDA receptor antagonist
YXRDKMPIGHSVRX,CHRNA1,ANTAGONIST,Nicotinic acetylcholine receptor antagonist (non-depolarizing neuromuscular blocker)
KSGXQBZTULBEEQ,F2,INHIBITOR,Prodrug of dabigatran; direct thrombin (factor IIa) inhibitor
DYDCPNMLZGFQTM,gyrA,INHIBITOR,Fluoroquinolone; inhibits bacterial DNA gyrase
DYDCPNMLZGFQTM,parC,INHIBITOR,Fluoroquinolone; inhibits bacterial topoisomerase IV
OCJYIGYOJCODJL,HRH1,ANTAGONIST,Histamine H1 receptor antagonist (antiemetic)
OCJYIGYOJCODJL,CHRM1,ANTAGONIST,Muscarinic acetylcholine receptor antagonist
FABPRXSRWADJSP,gyrA,INHIBITOR,Fluoroquinolone; inhibits bacterial DNA gyrase
FABPRXSRWADJSP,parC,INHIBITOR,Fluoroquinolone; inhibits bacterial topoisomerase IV
ZAFYATHCZYHLPB,GABRA1,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor positive allosteric modulator (alpha1-selective)
FKRSSPOQAMALKA,NS5A,INHIBITOR,Hepatitis C virus NS5A replication complex inhibitor
USUZGMWDZDXMDG,CYP11B1,INHIBITOR,Inhibits 11-beta-hydroxylase blocking cortisol synthesis
USUZGMWDZDXMDG,CYP11B2,INHIBITOR,Inhibits aldosterone synthase
LERNTVKEWCAPOY,CHRM3,ANTAGONIST,Long-acting muscarinic M3 receptor antagonist (bronchodilator)
LERNTVKEWCAPOY,CHRM1,ANTAGONIST,Muscarinic M1 receptor antagonist
KRMDCWKBEZIMAB,SLC6A4,INHIBITOR,Serotonin transporter reuptake inhibition (TCA)
KRMDCWKBEZIMAB,SLC6A2,INHIBITOR,Norepinephrine transporter reuptake inhibition
QJFSABGVXDWMIW,AGTR1,ANTAGONIST,Angiotensin II type 1 receptor blocker (prodrug)
YXSLJKQTIDHPOT,CHRNA1,ANTAGONIST,Nondepolarizing nicotinic acetylcholine receptor antagonist at neuromuscular junction
DCCSDBARQIPTGU,CHRM3,ANTAGONIST,"Muscarinic M3 receptor antagonist (active 5-HMT, antimuscarinic)"
XWLUWCNOOVRFPX,SCN2A,BLOCKER,Voltage-gated sodium channel blocker (phenytoin prodrug)
QZZUEBNBZAPZLX,ADRB2,AGONIST,Long-acting beta-2 adrenergic receptor agonist
VDJHFHXMUKFKET,PRKCD,ACTIVATOR,Protein kinase C activator inducing cell death
VDJHFHXMUKFKET,PRKCB,ACTIVATOR,Protein kinase C activator
KSMAGQUYOIHWFS,ADRA2A,AGONIST,Alpha-2A adrenergic receptor agonist
DDBREPKUVSBGFI,GABRA1,POSITIVE ALLOSTERIC MODULATOR,Barbiturate potentiation of GABA-A receptor chloride current
KWTWDQCKEHXFFR,OPRM1,AGONIST,Mu-opioid receptor agonist
KWTWDQCKEHXFFR,SLC6A2,INHIBITOR,Norepinephrine reuptake inhibition
DAFYYTQWSAWIGS,ADRB2,AGONIST,Long-acting beta-2 adrenergic receptor agonist
SGEGOXDYSFKCPT,SLC6A4,INHIBITOR,Serotonin transporter reuptake inhibition
SGEGOXDYSFKCPT,HTR1A,PARTIAL AGONIST,5-HT1A receptor partial agonist
UZHSEJADLWPNLE,OPRM1,ANTAGONIST,Mu-opioid receptor antagonist
HTIQEAQVCYTUBX,CACNA1C,BLOCKER,Dihydropyridine L-type calcium channel blocker
OROGSEYTTFOCAN,OPRM1,AGONIST,Mu-opioid receptor agonist (active via morphine)
HXGBXQDTNZMWGS,CHRM3,ANTAGONIST,Selective muscarinic M3 receptor antagonist
QIGBRXMKCJKVMJ,TYR,INHIBITOR,Tyrosinase inhibitor reducing melanin synthesis
RDOIQAHITMMDAJ,OPRM1,AGONIST,Peripheral mu-opioid receptor agonist in gut
PTKSEFOSCHHMPD,ADRA1A,AGONIST,Alpha-1 adrenergic receptor agonist (active desglymidodrine)
JBIMVDZLSHOPLA,HRH1,ANTAGONIST,Histamine H1 receptor antagonist
FVTWTVQXNAJTQP,CHRM3,ANTAGONIST,Long-acting muscarinic M3 receptor antagonist
NTHPAPBPFQJABD,HTR3A,ANTAGONIST,5-HT3 receptor antagonist (antiemetic)
IDBPHNDTYPBSNI,OPRM1,AGONIST,Mu-opioid receptor agonist
VLCYCQAOQCDTCN,ODC1,INHIBITOR,Irreversible ornithine decarboxylase inhibitor
INWLQCZOYSRPNW,SCN5A,BLOCKER,Local anesthetic voltage-gated sodium channel blocker
KOHIRBRYDXPAMZ,ADRB1,ANTAGONIST,Selective beta-1 adrenergic receptor antagonist
PWWVAXIEGOYWEE,HRH1,ANTAGONIST,Histamine H1 receptor antagonist
YREYEVIYCVEVJK,ATP4A,INHIBITOR,Gastric H+/K+-ATPase proton pump inhibitor
VSWBSWWIRNCQIJ,HTR2A,ANTAGONIST,5-HT2A receptor antagonist (atypical antipsychotic)
VSWBSWWIRNCQIJ,DRD2,ANTAGONIST,Dopamine D2 receptor antagonist
KKGQTZUTZRNORY,S1PR1,MODULATOR,Sphingosine-1-phosphate receptor modulator (functional antagonist)
KANJSNBRCNMZMV,SERPINC1,ACTIVATOR,Activates antithrombin III to inhibit factor Xa
ZCVMWBYGMWKGHF,HRH1,ANTAGONIST,H1 antihistamine and mast cell stabilizer
FIVSJYGQAIEMOC,TACR1,ANTAGONIST,Neurokinin-1 (substance P) receptor antagonist
PNVNVHUZROJLTJ,SLC6A4,INHIBITOR,Serotonin reuptake inhibition (SNRI)
PNVNVHUZROJLTJ,SLC6A2,INHIBITOR,Norepinephrine reuptake inhibition (SNRI)
RUOKEQAAGRXIBM,MAOB,INHIBITOR,Irreversible monoamine oxidase B inhibitor
YSXKPIUOCJLQIE,CHRM1,ANTAGONIST,Anticholinergic (muscarinic) antiparkinsonian agent
GDLIGKIOYRNHDA,SLC6A4,INHIBITOR,Serotonin reuptake inhibition (tricyclic)
GDLIGKIOYRNHDA,SLC6A2,INHIBITOR,Norepinephrine reuptake inhibition (tricyclic)
KAQKFAOMNZTLHT,PTGIR,AGONIST,Prostacyclin (IP) receptor agonist
DOMXUEMWDBAQBQ,ERG1,INHIBITOR,Squalene epoxidase inhibitor (fungal ERG1)
MVWVFYHBGMAFLY,DRD2,ANTAGONIST,Dopamine D2 receptor antagonist (atypical antipsychotic)
MVWVFYHBGMAFLY,HTR2A,ANTAGONIST,Serotonin 5-HT2A receptor antagonist
MVWVFYHBGMAFLY,HTR1A,PARTIAL AGONIST,Serotonin 5-HT1A partial agonist
KWGRBVOPPLSCSI,ADRA1A,AGONIST,Sympathomimetic alpha-adrenergic agonist (decongestant)
KWGRBVOPPLSCSI,ADRB2,AGONIST,Indirect/direct beta-adrenergic agonism
UXOWGYHJODZGMF,REN,INHIBITOR,Direct renin inhibitor
JVLBPIPGETUEET,OPRM1,ANTAGONIST,Peripherally-restricted mu-opioid receptor antagonist
KKZJGLLVHKMTCM,TOP2A,INHIBITOR,Topoisomerase II inhibitor / DNA intercalator (anthracenedione)
HYAFETHFCAUJAY,PPARG,AGONIST,PPAR-gamma agonist (thiazolidinedione)
SJZRECIVHVDYJC,GABBR1,AGONIST,GHB acting at GABA-B receptor
OOGJQPCLVADCPB,CHRM3,ANTAGONIST,Muscarinic M3 receptor antagonist (overactive bladder)
XFCLJVABOIYOMF,ESR1,ANTAGONIST,Selective estrogen receptor modulator (antagonist in breast)
HDOVUKNUBWVHOX,UL30,INHIBITOR,Prodrug of acyclovir inhibiting herpesvirus DNA polymerase (HSV UL30)
IPVQLZZIHOAWMC,ACE,INHIBITOR,Angiotensin-converting enzyme inhibitor (active perindoprilat)
TUZYXOIXSAXUGO,HMGCR,INHIBITOR,HMG-CoA reductase inhibitor (statin)
IENZQIKPVFGBNW,ADRA1A,ANTAGONIST,Alpha-1 adrenergic receptor antagonist
LWGUASZLXHYWIV,ITGA2,INHIBITOR,Suppresses integrin alpha-2 expression via RBM39 degradation
LWGUASZLXHYWIV,RBM39,INHIBITOR,DCAF15-mediated degradation of splicing factor RBM39 (CAPERalpha)
DOMQFIFVDIAOOT,APLNR,AGONIST,Apelin receptor (APJ) agonist
NKGSHRLGUQURMS,USP1,INHIBITOR,Allosteric USP1 deubiquitinase inhibitor
DWKNOLCXIFYNFV,CCR3,ANTAGONIST,C-C chemokine receptor type 3 (eotaxin receptor) antagonist
CJCYTUJOSMYXLE,DDX58,AGONIST,RIG-I (DDX58) agonist; innate immune antiviral activation
CJCYTUJOSMYXLE,NOD2,AGONIST,NOD2 pathway agonist (dinucleotide prodrug)
KXVKOYCGACSUPP,PDE4B,INHIBITOR,Topical phosphodiesterase-4 inhibitor (PDE4B/PDE4D)
UAQOKKXVCNQHIP,PPARD,AGONIST,PPAR-delta agonist (mavodelpar)
CSCLQCHKUAMZOY,RIPK1,INHIBITOR,Brain-penetrant RIPK1 kinase inhibitor
QBQMUMMSYHUDFM,DAO,INHIBITOR,D-amino acid oxidase inhibitor
OYFMQDVLFYKOPZ,JAK1,INHIBITOR,Topical JAK1/JAK3 inhibitor
OYFMQDVLFYKOPZ,JAK3,INHIBITOR,Topical JAK1/JAK3 inhibitor
MJHOMTRKVMKCNE,SYK,INHIBITOR,Dual SYK/FLT3 tyrosine kinase inhibitor (mivavotinib)
MJHOMTRKVMKCNE,FLT3,INHIBITOR,Dual SYK/FLT3 tyrosine kinase inhibitor (mivavotinib)
AUUKUAHPMHVZJL,MC1R,AGONIST,Synthetic alpha-MSH analog; melanocortin receptor agonist
AUUKUAHPMHVZJL,MC4R,AGONIST,Synthetic alpha-MSH analog; melanocortin receptor agonist
XXSMGPRMXLTPCZ,TLR7,INHIBITOR,Endosomal TLR signaling inhibitor (blocks nucleic-acid ligand recognition); web-verified Cenac 2022 EJI / PMC12541592 [curated jun26]
XXSMGPRMXLTPCZ,TLR9,INHIBITOR,Endosomal TLR signaling inhibitor (blocks nucleic-acid ligand recognition); web-verified Cenac 2022 EJI / PMC12541592 [curated jun26]
