aact_name,clean,nontherap_reason,n_trials
BI 207127-placebo: 8-week treatment,BI 207127-placebo: 8-week treatment,ext:placebo,1
OROS-Methylphenidate and placebo for inattentive type pts,OROS-Methylphenidate and placebo for inattentive type pts,ext:placebo,1
OROS-Methylphenidate and placebo for combined type pts,OROS-Methylphenidate and placebo for combined type pts,ext:placebo,1
Placebo and axitinib,Placebo and axitinib,ext:placebo,1
Placebo ID,Placebo ID,ext:placebo,1
sodium chloride 0.9% w/v,sodium chloride 0.9% w/v,canonical:Sodium Chloride,1
Placebo orally disintegrating tablets,Placebo orally disintegrating tablets,ext:placebo,1
Tildrakizumab Placebo,Tildrakizumab Placebo,ext:placebo,1
Etanercept Placebo,Etanercept Placebo,ext:placebo,1
Placebo (Part I),Placebo (Part I),ext:placebo,1
GIC-1001 matching placebo,GIC-1001 matching placebo,ext:placebo,1
Placebo (for baclofen),Placebo (for baclofen),ext:placebo,1
NEXThaler placebo,NEXThaler placebo,ext:placebo,1
Grazax + placebo,Grazax + placebo,ext:placebo,1
Dexamethasone + ondansetron + Placebo,Dexamethasone + ondansetron + Placebo,ext:placebo,1
supplemental oxygen,supplemental oxygen,ext:oxygen,1
Placebo Denosumab,Placebo Denosumab,ext:placebo,1
Empagliflozin placebo + Linagliptin placebo,Empagliflozin placebo + Linagliptin placebo,ext:placebo,1
Placebo (acute phase),Placebo (acute phase),ext:placebo,1
Placebo ( subacute phase),Placebo ( subacute phase),ext:placebo,1
Alcohol spray,Alcohol spray,ext:alcohol,1
LF-PB and Placebo,LF-PB and Placebo,ext:placebo,1
Octaplas infusion and placebo (group 1),Octaplas infusion and placebo (group 1),ext:placebo,1
Octaplas infusion and placebo (group 2),Octaplas infusion and placebo (group 2),ext:placebo,1
99technetium-sulfur colloid radiolabel,99technetium-sulfur colloid radiolabel,radiotracer/imaging,1
89Zr DFO-MSTP2109A,89Zr DFO-MSTP2109A,radiotracer/imaging,1
Everolimus-placebo,Everolimus-placebo,ext:placebo,1
Placebo (for alcalinized lidocaine),Placebo (for alcalinized lidocaine),ext:placebo,1
Placebo(for JET),Placebo(for JET),ext:placebo,1
solifenacin placebo,solifenacin placebo,ext:placebo,1
Botox placebo (normal saline),Botox placebo (normal saline),ext:placebo,1
[18F]Florbetapir PET imaging,[18F]Florbetapir PET imaging,radiotracer/imaging,1
Placebo matching with BMS-986020,Placebo matching with BMS-986020,ext:placebo,1
[18F]-CP18,[18F]-CP18,radiotracer/imaging,1
"placebo/celecoxib 400 mg and cholecalciferol 400 IU/cholecalciferol 2,000 IU","placebo/celecoxib 400 mg and cholecalciferol 400 IU/cholecalciferol 2,000 IU",ext:placebo,1
Simtuzumab placebo,Simtuzumab placebo,ext:placebo,1
Sertraline+placebo,Sertraline+placebo,ext:placebo,1
subcutaneous placebo,subcutaneous placebo,ext:placebo,1
89Zr- DFO-MSTP2109A,89Zr- DFO-MSTP2109A,radiotracer/imaging,1
Placebo (not active),Placebo (not active),ext:placebo,1
Stimulants plus placebo,Stimulants plus placebo,ext:placebo,1
BI 10773 / BI 1356 Placebo,BI 10773 / BI 1356 Placebo,ext:placebo,1
Placebo - Capsules,Placebo - Capsules,ext:placebo,1
Placebo - Tablets,Placebo - Tablets,ext:placebo,1
Placebo (for salsalate),Placebo (for salsalate),ext:placebo,1
Placebo 0.15mg/kg,Placebo 0.15mg/kg,ext:placebo,1
Placebo 0.05mg/kg,Placebo 0.05mg/kg,ext:placebo,1
Placebo 0.015 mg/kg,Placebo 0.015 mg/kg,ext:placebo,1
oxycodone weight-matched placebo,oxycodone weight-matched placebo,ext:placebo,1
ALO-02 weight-matched placebo,ALO-02 weight-matched placebo,ext:placebo,1
18F-EF5,18F-EF5,radiotracer/imaging,1
80% oxygen,80% oxygen,ext:oxygen,1
30% oxygen,30% oxygen,ext:oxygen,1
3% Saline,3% Saline,ext:saline,1
Pantoprazole placebo,Pantoprazole placebo,ext:placebo,1
Placebo to Vildagliptin,Placebo to Vildagliptin,ext:placebo,1
Placebo to Gliclazide,Placebo to Gliclazide,ext:placebo,1
Placebo matching with Abatacept,Placebo matching with Abatacept,ext:placebo,1
Sterile Saline Arm,Sterile Saline Arm,ext:saline,1
Placebo (distilled water),Placebo (distilled water),ext:placebo,1
Isotonic potassium chloride,Isotonic potassium chloride,ext:potassium chloride,1
Placebo taken first,Placebo taken first,ext:placebo,1
Placebo - Ticagrelor,Placebo - Ticagrelor,ext:placebo,1
Placebo - Aspirin,Placebo - Aspirin,ext:placebo,1
Placebo (for Dronabinol),Placebo (for Dronabinol),ext:placebo,1
Losmapimod matched Placebo,Losmapimod matched Placebo,ext:placebo,1
18F-FET,18F-FET,radiotracer/imaging,1
BI 1026706 Placebo,BI 1026706 Placebo,ext:placebo,1
Placebo (in-patient),Placebo (in-patient),ext:placebo,1
Vehicle to bimatoprost solution,Vehicle to bimatoprost solution,ext:vehicle,1
Placebo (for etanercept),Placebo (for etanercept),ext:placebo,1
Normal Saline Water,Normal Saline Water,ext:saline,1
Placebo to sitagliptin plus metformin XR,Placebo to sitagliptin plus metformin XR,ext:placebo,1
Placebo to sitagliptin plus metformin,Placebo to sitagliptin plus metformin,ext:placebo,1
Placebo to metformin XR,Placebo to metformin XR,ext:placebo,1
tiotropium bromide placebo,tiotropium bromide placebo,ext:placebo,1
fluticasone propionate/salmeterol placebo,fluticasone propionate/salmeterol placebo,ext:placebo,1
Placebo to prednisolone,Placebo to prednisolone,ext:placebo,1
Placebo to aspirin,Placebo to aspirin,ext:placebo,1
0.9% Saline in 5% dextrose,0.9% Saline in 5% dextrose,ext:saline,1
0.45% Saline in 5% dextrose,0.45% Saline in 5% dextrose,ext:saline,1
0.3% Saline in 3.3% dextrose,0.3% Saline in 3.3% dextrose,ext:saline,1
solifenacin 5 mg matching placebo,solifenacin 5 mg matching placebo,ext:placebo,1
solifenacin 10 mg matching placebo,solifenacin 10 mg matching placebo,ext:placebo,1
mirabegron 50 mg matching placebo,mirabegron 50 mg matching placebo,ext:placebo,1
mirabegron 25 mg matching placebo,mirabegron 25 mg matching placebo,ext:placebo,1
Placebo i.v. solution,Placebo i.v. solution,ext:placebo,1
Non-active placebo control,Non-active placebo control,ext:placebo,1
Placebo for tadalafil,Placebo for tadalafil,ext:placebo,1
Sufentanil - remifentanyl placebo,Sufentanil - remifentanyl placebo,ext:placebo,1
Remifentanyl - sufentanil placebo,Remifentanyl - sufentanil placebo,ext:placebo,1
Vitamin D Placebo,Vitamin D Placebo,ext:placebo,1
Placebo (for Diacerein),Placebo (for Diacerein),ext:placebo,1
normal saline infusion,normal saline infusion,ext:saline,1
ME1100 placebo inhalation solution,ME1100 placebo inhalation solution,ext:placebo,1
SOTB 400mg placebo,SOTB 400mg placebo,ext:placebo,1
SOTB 200mg placebo,SOTB 200mg placebo,ext:placebo,1
FPNS Placebo,FPNS Placebo,ext:placebo,1
matching placebo (bismuth subsalicylate),matching placebo (bismuth subsalicylate),ext:placebo,1
Dymista vehicle,Dymista vehicle,ext:vehicle,1
[18F]Fluoro-2-deoxy-2-D-glucose,[18F]Fluoro-2-deoxy-2-D-glucose,radiotracer/imaging,1
Placebo (for Selegiline),Placebo (for Selegiline),ext:placebo,1
Placebo 40 or 80 mg,Placebo 40 or 80 mg,ext:placebo,1
Buparlisib matching placebo,Buparlisib matching placebo,ext:placebo,1
Dextrose (D5NS),Dextrose (D5NS),ext:dextrose,1
Sugar pill (placebo),Sugar pill (placebo),ext:placebo,1
YH16410 placebo,YH16410 placebo,ext:placebo,1
Rosuvastatin placebo,Rosuvastatin placebo,ext:placebo,1
Suan-Zao-Ren Tang placebo,Suan-Zao-Ren Tang placebo,ext:placebo,1
Placebo Mouthrinse,Placebo Mouthrinse,ext:placebo,1
Placebo (for Vitamin E),Placebo (for Vitamin E),ext:placebo,1
Placebo for PF-05230907,Placebo for PF-05230907,ext:placebo,1
Propranolol + Placebo,Propranolol + Placebo,ext:placebo,1
11C-Carfentanil,11C-Carfentanil,radiotracer/imaging,1
Intralesional Saline,Intralesional Saline,ext:saline,1
placebo for study drug,placebo for study drug,ext:placebo,1
Oral Control (Sucrose pill),Oral Control (Sucrose pill),ext:sucrose,1
Injectable control (Sodium Chloride Injection United States Pharmacopeia (USP) (0.9%)),Injectable control (Sodium Chloride Injection United States Pharmacopeia (USP) (0.9%)),canonical:Sodium Chloride,1
AZD5213 and placebo,AZD5213 and placebo,ext:placebo,1
Bimatoprost Vehicle,Bimatoprost Vehicle,ext:vehicle,1
"Placebo (0.9% w/v Sodium Chloride), solution for injection","Placebo (0.9% w/v Sodium Chloride), solution for injection",canonical:Sodium Chloride,1
Placebo Juice,Placebo Juice,ext:placebo,1
Single bolus of Placebo of CicloMulsion® (Neurovive).,Single bolus of Placebo of CicloMulsion (Neurovive).,ext:placebo,1
Placebo (microcrystalline celluloses),Placebo (microcrystalline celluloses),ext:placebo,1
Placebo gummy vitamin,Placebo gummy vitamin,ext:placebo,1
Saline Placebo for Nitrite,Saline Placebo for Nitrite,ext:placebo,1
Placebo prior to Mirena insertion,Placebo prior to Mirena insertion,ext:placebo,1
Placebo ESBL eradication,Placebo ESBL eradication,ext:placebo,1
Placebo NG,Placebo NG,ext:placebo,1
Placebo for Romidepsin,Placebo for Romidepsin,ext:placebo,1
"Placebo vaginal, 3h","Placebo vaginal, 3h",ext:placebo,1
"Placebo vaginal, 1h","Placebo vaginal, 1h",ext:placebo,1
"Placebo sublingual,1h","Placebo sublingual,1h",ext:placebo,1
"Placebo sublingual, 3h","Placebo sublingual, 3h",ext:placebo,1
Ropinirole CR matching Placebo tablet,Ropinirole CR matching Placebo tablet,ext:placebo,1
Placebo (for oxytocin),Placebo (for oxytocin),ext:placebo,1
Placebo for moxifloxaxin,Placebo for moxifloxaxin,ext:placebo,1
Placebo for Tafenoquine,Placebo for Tafenoquine,ext:placebo,1
administration of Sinupret Placebo,administration of Sinupret Placebo,ext:placebo,1
administration of Bronchipret Placebo,administration of Bronchipret Placebo,ext:placebo,1
18F-Sodium Fluoride (NaF),18F-Sodium Fluoride (NaF),radiotracer/imaging,1
Placebo (for Unfractionated Heparin),Placebo (for Unfractionated Heparin),ext:placebo,1
Placebo (for Tinzaparin),Placebo (for Tinzaparin),ext:placebo,1
intravenous fructose challenge,intravenous fructose challenge,ext:fructose,1
histamine-benzylic alcohol (magistral preparation),histamine-benzylic alcohol (magistral preparation),ext:alcohol,1
0.45 % saline solution,0.45 % saline solution,ext:saline,1
13N-amonia,13N-amonia,radiotracer/imaging,1
Placebo (gummeline),Placebo (gummeline),ext:placebo,1
Placebo of syntocinon,Placebo of syntocinon,ext:placebo,1
Placebo of AM001 Cream,Placebo of AM001 Cream,ext:placebo,1
"Period 2 - Visit 1 Warm Control vehicle, Visit 2 Warm Glucagon, Visit 3 Cold control","Period 2 - Visit 1 Warm Control vehicle, Visit 2 Warm Glucagon, Visit 3 Cold control",ext:vehicle,1
"Period 1 Visit 1 - Cold PET-CT Vehicle, Visit 2 -Warm PET-CT Glucagon","Period 1 Visit 1 - Cold PET-CT Vehicle, Visit 2 -Warm PET-CT Glucagon",ext:vehicle,1
Visipaque 320 non-ionic isoosmolar contrast agent,Visipaque 320 non-ionic isoosmolar contrast agent,ext:contrast,1
placebo pearls,placebo pearls,ext:placebo,1
Fludeoxyglucose F18,Fludeoxyglucose F18,radiotracer/imaging,1
Placebo to MK-3222,Placebo to MK-3222,ext:placebo,1
SAR245409 placebo,SAR245409 placebo,ext:placebo,1
Pimasertib placebo,Pimasertib placebo,ext:placebo,1
Placebo (buffered normal saline w/v),Placebo (buffered normal saline w/v),ext:placebo,1
Placebo + Cyclophosphamide - Epirubicin 6,Placebo + Cyclophosphamide - Epirubicin 6,ext:placebo,1
Lisinopril 10 mg tablets of PT Boehringer Ingelheim Indonesia,Lisinopril 10 mg tablets of PT Boehringer Ingelheim Indonesia,ext:ringer,1
Placebo Formulation 1,Placebo Formulation 1,ext:placebo,1
PUR0200 Placebo,PUR0200 Placebo,ext:placebo,1
Placebo (for dupilumab),Placebo (for dupilumab),ext:placebo,1
Placebo Formulation 2,Placebo Formulation 2,ext:placebo,1
"MC-1101, Placebo","MC-1101, Placebo",ext:placebo,1
Placebo for Probiotic,Placebo for Probiotic,ext:placebo,1
Placebo Midazolam,Placebo Midazolam,ext:placebo,1
Adding Magnesium Sulfate to the standard epidural and interscalene blocks for chronic pain,Adding Magnesium Sulfate to the standard epidural and interscalene blocks for chronic pain,ext:magnesium sulfate,1
Valsartan 160mg placebo,Valsartan 160mg placebo,ext:placebo,1
Rosuvastatin 20mg placebo,Rosuvastatin 20mg placebo,ext:placebo,1
Placebo (Captisol®),Placebo (Captisol),ext:placebo,1
2% chlorhexidine gluconate in 70% alcohol,2% chlorhexidine gluconate in 70% alcohol,ext:alcohol,1
Ciprofloxacin placebo oral twice daily,Ciprofloxacin placebo oral twice daily,ext:placebo,1
Ciprofloxacin placebo i.v. twice daily,Ciprofloxacin placebo i.v. twice daily,ext:placebo,1
AMG 282 Matching Placebo,AMG 282 Matching Placebo,ext:placebo,1
Finafloxacin placebo i.v. once daily,Finafloxacin placebo i.v. once daily,ext:placebo,1
Finafloxacin placebo tablets once daily,Finafloxacin placebo tablets once daily,ext:placebo,1
Lercanidipine10mg /Valsartan 80mg Placebo,Lercanidipine10mg /Valsartan 80mg Placebo,ext:placebo,1
Lercanidipine 10mg /Valsartan 160mg Placebo,Lercanidipine 10mg /Valsartan 160mg Placebo,ext:placebo,1
Lercanidipin 10mg Placebo,Lercanidipin 10mg Placebo,ext:placebo,1
Part1 : Placebo of OPS-2071,Part1 : Placebo of OPS-2071,ext:placebo,1
[18F]GSK2647544 IV bolus,[18F]GSK2647544 IV bolus,radiotracer/imaging,1
Part2 : Placebo of OPS-2071,Part2 : Placebo of OPS-2071,ext:placebo,1
Placebo (for denosumab),Placebo (for denosumab),ext:placebo,1
Normal Saline 150ml,Normal Saline 150ml,ext:saline,1
Placebo to MK-8351,Placebo to MK-8351,ext:placebo,1
placebo for coenzyme Q10,placebo for coenzyme Q10,ext:placebo,1
Intravenous Iron sucrose,Intravenous Iron sucrose,ext:sucrose,1
magnesium sulfate & albuterol,magnesium sulfate & albuterol,ext:magnesium sulfate,1
Placebo (for rivastigmine),Placebo (for rivastigmine),ext:placebo,1
placebo lotion,placebo lotion,ext:placebo,1
[68Ga]ABY-025,[68Ga]ABY-025,radiotracer/imaging,1
Ropivacaine in one arm and placebo (NaCl) in the other arm,Ropivacaine in one arm and placebo (NaCl) in the other arm,ext:placebo,1
Buparlisib matching Placebo,Buparlisib matching Placebo,ext:placebo,1
Placebo of Lyrica,Placebo of Lyrica,ext:placebo,1
Placebo of KW21052,Placebo of KW21052,ext:placebo,1
Omarigliptin Placebo,Omarigliptin Placebo,ext:placebo,1
placebo tablet of DLBS1033,placebo tablet of DLBS1033,ext:placebo,1
Gefitinib and placebo,Gefitinib and placebo,ext:placebo,1
IV Normal saline,IV Normal saline,ext:saline,1
Placebo matching with Metformin XR,Placebo matching with Metformin XR,ext:placebo,1
Placebo matching with Metformin IR,Placebo matching with Metformin IR,ext:placebo,1
BI 207127 Placebo,BI 207127 Placebo,ext:placebo,1
[123I]MNI-672 SPECT,[123I]MNI-672 SPECT,radiotracer/imaging,1
NaCl solution,NaCl solution,ext:nacl,1
Iodine contrast media,Iodine contrast media,ext:iodine contrast,1
deferiprone matching placebo tablets,deferiprone matching placebo tablets,ext:placebo,1
Placebo matching tablets,Placebo matching tablets,ext:placebo,1
"Low-volume, low-concentration contrast (iodixanol - Visipaque 270) CT scan","Low-volume, low-concentration contrast (iodixanol - Visipaque 270) CT scan",ext:contrast,1
Intravenous injection of 177Lu-octreotate,Intravenous injection of 177Lu-octreotate,radiotracer/imaging,1
Lactulose Placebo,Lactulose Placebo,ext:placebo,1
NH004 Placebo,NH004 Placebo,ext:placebo,1
Epidural Saline,Epidural Saline,ext:saline,1
70% alcohol - 0.5% clorhexidine,70% alcohol - 0.5% clorhexidine,ext:alcohol,1
70% alcohol,70% alcohol,ext:alcohol,1
10 mL Injection of Placebo,10 mL Injection of Placebo,ext:placebo,1
Placebo for ODM-102,Placebo for ODM-102,ext:placebo,1
alcoholic povidone iodine,alcoholic povidone iodine,ext:alcohol,1
alcoholic chlorhexidine,alcoholic chlorhexidine,ext:alcohol,1
Placebo for montelukast,Placebo for montelukast,ext:placebo,1
Placebo : Diprobase,Placebo : Diprobase,ext:placebo,1
Low-dose pain medication (Ketalar) and saline placebo,Low-dose pain medication (Ketalar) and saline placebo,ext:placebo,1
Placebo (multiple doses),Placebo (multiple doses),ext:placebo,1
Nasal spray Normal Saline,Nasal spray Normal Saline,ext:saline,1
placebo 960 mg,placebo 960 mg,ext:placebo,1
Placebo 640mg,Placebo 640mg,ext:placebo,1
Placebo 320mg,Placebo 320mg,ext:placebo,1
Within-subjects (placebo),Within-subjects (placebo),ext:placebo,1
131 I-Metaiodobenzylguanidine (131I-MIBG),131 I-Metaiodobenzylguanidine (131I-MIBG),radiotracer/imaging,1
cream vehicle,cream vehicle,ext:vehicle,1
Placebo progesterone,Placebo progesterone,ext:placebo,1
Placebo dydrogesterone,Placebo dydrogesterone,ext:placebo,1
Liraglutide Placebo,Liraglutide Placebo,ext:placebo,1
Losartan Tablets & Placebo Granule,Losartan Tablets & Placebo Granule,ext:placebo,1
Oxygen at 1.5 ATA (atmospheres absolute).,Oxygen at 1.5 ATA (atmospheres absolute).,ext:oxygen,1
Rifamycin SV-MMX® Placebo,Rifamycin SV-MMX Placebo,ext:placebo,1
LOLA or placebo,LOLA or placebo,ext:placebo,1
Inactive placebo capsule,Inactive placebo capsule,ext:placebo,1
Brimonidine tartrate vehicle was applied cutaneously once daily for 8 days.,Brimonidine tartrate vehicle was applied cutaneously once daily for 8 days.,ext:vehicle,1
mannitol inhalation powder,mannitol inhalation powder,ext:mannitol,1
"Placebo single ascending doses, oral suspension","Placebo single ascending doses, oral suspension",ext:placebo,1
"Placebo Comparator: Postmenopausal, topical placebo cream","Placebo Comparator: Postmenopausal, topical placebo cream",ext:placebo,1
18F-EF5 PET/CT scan,18F-EF5 PET/CT scan,radiotracer/imaging,1
Saline+glucose,Saline+glucose,ext:saline,1
Inhaled Mannitol,Inhaled Mannitol,ext:mannitol,1
Glucose oxidase + glucose,Glucose oxidase + glucose,ext:glucose,1
Glucose oxidase,Glucose oxidase,ext:glucose,1
CD07805/47 Gel Placebo,CD07805/47 Gel Placebo,ext:placebo,1
Nitrogen Gas,Nitrogen Gas,ext:nitrogen,1
florbetapir 18F,florbetapir 18F,radiotracer/imaging,1
AXP1275 matching placebo,AXP1275 matching placebo,ext:placebo,1
Alogliptin and Metformin FDC Placebo,Alogliptin and Metformin FDC Placebo,ext:placebo,1
Iguratimod placebo,Iguratimod placebo,ext:placebo,1
Placebo i.m. injection,Placebo i.m. injection,ext:placebo,1
Placebo(for Pregabalin),Placebo(for Pregabalin),ext:placebo,1
Placebo(for Limaprost),Placebo(for Limaprost),ext:placebo,1
DFA-02 Placebo Gel,DFA-02 Placebo Gel,ext:placebo,1
AZD4721 Placebo,AZD4721 Placebo,ext:placebo,1
RDEA3170 and Placebo,RDEA3170 and Placebo,ext:placebo,1
Placebo to match AZD4901,Placebo to match AZD4901,ext:placebo,1
Normal saline and epinephrine,Normal saline and epinephrine,ext:saline,1
Hypertonic saline and epinephrine,Hypertonic saline and epinephrine,ext:saline,1
placebo pills and injectables,placebo pills and injectables,ext:placebo,1
Placebo for benfotiamine,Placebo for benfotiamine,ext:placebo,1
Topical anaesthetic drop with placebo,Topical anaesthetic drop with placebo,ext:placebo,1
Auriclosene Vehicle,Auriclosene Vehicle,ext:vehicle,1
placebo (for domperidone),placebo (for domperidone),ext:placebo,1
placebo (of alginic acid),placebo (of alginic acid),ext:placebo,1
11C-CSar,11C-CSar,radiotracer/imaging,1
Docusate natrium and sorbitol,Docusate natrium and sorbitol,ext:sorbitol,1
Placebo DISKUS,Placebo DISKUS,ext:placebo,1
Placebo to match olaparib 300mg,Placebo to match olaparib 300mg,ext:placebo,1
Placebo Single IV (Intravenous) Infusion,Placebo Single IV (Intravenous) Infusion,ext:placebo,1
Cream vehicle of test product,Cream vehicle of test product,ext:vehicle,1
Placebo + Brief Behavioral Enhancement Treatment,Placebo + Brief Behavioral Enhancement Treatment,ext:placebo,1
Placebo and prednisone,Placebo and prednisone,ext:placebo,1
Placebo-Control,Placebo-Control,ext:placebo,1
Propofol (B-Braun) and NaCl 0.9%,Propofol (B-Braun) and NaCl 0.9%,canonical:NaCl 0.9%,1
